# x_coordinate y_coordinate
-0.107371 4.447892
4.280899 2.101719
-2.603901 -2.380615
-2.078683 3.060137
2.935177 -2.845439
2.044863 4.285677
1.538706 1.324682
2.680472 -3.288250
0.831930 4.155304
-4.478931 2.420710
3.606939 -4.850134
-4.013156 0.613532
1.855390 2.524981
-0.228844 -1.877205
0.020522 1.357990
0.407796 2.337187
1.490421 4.953620
4.763550 1.750324
-2.823093 -1.661428
-0.724455 2.474264
-4.726491 3.161383
3.785623 3.496921
-3.090009 -2.795144
-0.731842 3.651297
1.719690 2.790842
-4.505635 -2.450671
-3.232089 4.908224
-3.403460 -1.422282
0.158189 2.650980
-1.211812 -3.678238
-4.614713 3.053044
-1.257280 -1.164940
-4.605453 -2.271080
1.754911 -4.348325
-4.415455 2.103313
3.996226 -1.357555
0.146200 1.135569
1.555369 4.579202
2.536386 -1.511809
1.676738 -2.572850
3.460607 1.126780
2.740984 -0.177877
-2.790307 4.955635
4.986831 4.615053
0.608122 -1.320085
2.538457 -3.994842
-3.084659 1.027812
3.792114 4.129776
0.291787 -3.589008
1.519886 1.259620
-3.997597 -0.981896
1.517803 0.057655
-0.243914 4.095416
2.493060 0.306593
-0.438483 -1.536393
1.480139 -2.473242
4.841525 2.848308
3.830273 3.440769
-2.318330 4.732212
4.125734 -1.438456
-2.999612 4.536363
-4.118123 -2.083789
-0.526487 -1.452218
0.812265 4.290514
-4.767045 0.678900
-1.790495 2.420866
-2.644468 -1.377824
-3.514128 4.364906
3.506474 2.826180
-1.055296 4.631390
-2.363129 4.024306
1.854018 -1.255153
-4.673110 4.517117
-1.845417 -3.449131
3.601610 -2.022701
-3.790135 3.563609
4.959355 -3.184621
0.917950 2.096721
0.189531 -0.940715
-4.783468 -4.181742
-4.883871 1.139093
4.451483 -0.898208
2.045541 -3.079052
4.141280 4.905685
2.872914 -1.760598
-4.969749 1.487931
-1.017431 3.030098
-1.642702 0.978570
4.618668 -3.327619
-2.513055 2.469957
-1.321400 3.058751
-2.471363 -2.986346
-2.604764 -0.891520
2.996451 1.350885
0.980034 0.388939
2.765017 2.459416
4.484411 0.920345
-2.210954 2.773580
-4.117128 -1.450988
-0.354987 3.012891
3.748832 2.009238
2.281869 1.057247
4.837137 -0.974203
-0.504022 2.925254
-1.516580 4.276179
4.144441 2.105628
-1.830824 1.621383
-2.545882 -3.583443
0.263408 -0.439087
-1.606768 3.861551
0.025146 1.645247
4.487972 4.696221
-2.509957 -3.937517
-4.406034 -3.202678
-0.806958 -2.104897
0.126113 -1.810532
0.286925 -4.847865
-4.320802 1.408076
4.960839 0.676410
2.627520 2.240464
-3.130733 4.984388
0.447075 -0.315035
-4.202877 1.515158
-0.695044 2.382771
-0.724022 0.047689
4.269040 -4.753742
-0.637712 0.408824
-2.941328 -1.473195
1.382016 -0.176585
-1.414127 -0.203464
1.995095 2.658390
-2.226433 4.921397
4.224619 -3.589933
2.027736 -4.283431
-2.074512 -4.391553
-4.913529 -1.845025
-3.840267 3.263457
-0.879850 -1.513475
4.972191 -1.715609
-3.701635 4.177752
1.143961 -2.346862
-4.851652 -0.613341
-0.484776 -3.460599
-1.124275 2.118481
-3.260719 -4.539197
3.197789 1.439596
-3.553324 -4.468876
3.389637 0.512606
3.936333 -0.799900
-4.018273 -2.006965
0.246209 3.359580
4.942483 -4.406710
-4.163136 0.656991
0.405424 -0.454855
-0.501668 -4.378326
-4.928779 -0.493112
1.053124 1.051880
-3.022529 -3.694593
2.915648 4.756432
2.479475 -2.907762
-2.648577 -1.538122
4.156561 0.820512
-1.248123 4.983440
3.032797 -3.334865
-0.167871 3.417666
4.497484 1.187838
-0.159829 -1.062063
-0.701141 4.521800
-2.503483 -0.091278
-0.906670 2.176803
4.677404 0.278119
3.725606 4.318860
3.625109 3.531866
-2.557759 4.287172
2.766424 0.857430
-1.052989 3.710788
1.690317 1.272174
-1.211140 -1.949337
2.113059 -4.013641
-3.764507 -2.522762
2.429013 3.423664
0.478641 -1.759817
2.059751 0.934998
-0.433271 0.961589
3.156780 -1.660394
-4.844219 -2.690643
2.116397 1.983547
-0.358941 2.660861
-1.510826 -3.578515
-2.367795 4.362799
2.294778 -1.101622
0.935841 -1.568823
-1.343565 3.355213
-4.517114 0.221126
1.337043 1.045717
2.022886 -2.213070
-4.280887 -4.964360
3.820015 3.867412
-2.198719 -2.031747
-1.626566 0.372023
2.385761 0.305460
0.268501 -3.198411
-3.291106 -3.393974
0.129516 -4.586423
4.475096 4.839159
0.579726 4.727321
-2.463951 -0.542842
-4.088076 1.022547
3.482953 -1.493257
-2.708798 -4.455091
-3.961006 1.955487
1.658089 2.391994
2.376414 -3.235909
2.274669 0.231847
-4.597487 3.348208
-0.028397 -3.125815
1.998094 -0.501590
3.253692 -1.544332
2.752422 -4.448487
-1.013622 2.610697
-3.245117 0.304403
-1.355765 2.222665
-3.864004 0.186204
-3.116256 -3.260627
4.186364 1.951662
-1.345309 4.718267
-0.907063 1.644102
-0.056049 3.661907
-1.208345 -4.763999
-4.112502 1.554410
1.292189 1.815334
-1.398177 -4.103808
4.392658 0.682528
2.070776 -3.040763
0.005000 0.971546
-2.143184 -4.859632
2.653767 -3.285825
-3.840375 -4.541207
-2.256252 4.121174
-3.637316 0.444517
4.696826 3.044027
0.369207 -1.418489
-1.778647 0.518922
-3.735737 -3.693357
-4.852932 3.339596
-3.837937 -4.440138
1.876893 -1.735809
4.398901 -0.992716
3.564443 3.126414
-4.709304 3.934887
-2.696454 -2.598909
-2.832666 -4.510579
-2.851082 -2.017465
-2.381894 -0.757827
1.174735 1.431764
-3.260990 -0.054032
-2.943197 3.242644
-2.588890 -0.054186
2.885593 3.815499
4.654583 -0.942687
-0.949498 3.751881
-3.997102 -3.415164
3.132606 -0.802313
1.461836 -2.155493
0.938067 2.482275
-0.924733 4.210982
0.168222 -0.798889
-3.565625 1.192404
-0.033677 -4.083791
-3.510762 -3.493286
-0.824064 4.251351
-2.288166 4.011394
-3.360325 -1.546563
2.923586 2.014078
0.804722 4.280633
-4.521310 -1.875285
-0.321023 0.759018
2.530454 2.733470
-1.504157 3.603771
2.781130 2.110326
2.363561 -0.702998
0.307467 4.430576
1.111892 -1.882583
-2.125422 -0.035245
-0.359482 -2.054157
0.515397 1.945069
-0.331336 -0.985403
-2.238180 -4.500248
-2.656538 1.660285
3.877697 3.768962
4.094118 -3.480024
-3.461749 2.978315
3.611915 4.407809
4.578136 3.264032
0.947464 4.551987
3.089433 4.351020
-3.581995 1.126803
0.476440 4.181175
1.492365 -1.891279
3.505172 -1.591250
-0.965675 -0.650019
-4.692314 -2.997335
-3.319975 -4.586511
-1.580599 -1.032401
-4.154045 -4.340207
-3.341716 0.792448
1.555246 4.197209
-0.655824 -4.192861
-3.333788 -3.736557
-1.815905 -3.792173
1.487897 3.088914
1.326970 0.659914
-3.433299 -0.749896
0.713663 -2.321734
-4.569911 -4.957882
-0.404632 4.273112
-3.470814 4.059109
-3.241931 -4.555257
-2.346051 0.818482
-3.098323 2.407504
-1.884232 1.486832
3.433163 4.929862
-0.593864 3.835703
3.631058 2.031678
4.125364 2.981489
-1.342040 3.869642
-3.534494 0.666073
3.366589 3.825816
2.424214 3.776191
-2.636377 1.769645
-0.463072 3.057559
-0.873063 -4.078823
4.005967 -0.062714
1.204799 -4.815945
-1.534888 3.447788
-2.418068 -0.760817
2.527719 2.214877
-2.041384 -3.405462
-0.790598 -4.520429
-3.205740 -0.217541
-1.862464 -2.561525
-1.028147 -2.933662
-1.010755 -1.870393
3.046245 2.840282
-2.046205 3.235978
-1.627689 -4.109017
1.614855 4.920511
-4.348924 4.695183
-2.223125 2.906487
-1.922478 4.428372
0.654478 -3.042744
-4.088510 2.219404
-4.349867 1.434173
3.972245 -3.228195
4.158532 0.906634
-3.608206 2.581232
-3.501935 3.226573
0.780795 3.818257
2.182408 -2.365005
-4.886992 0.316110
1.828513 -2.568925
4.203721 4.903665
4.622545 -0.367561
-4.454037 0.931733
-1.442033 -3.268830
1.628844 1.937194
-2.428176 -3.218180
-1.834854 -1.900335
-2.185625 -3.089175
1.443172 1.174140
-2.168919 3.047818
-2.552584 -0.068680
4.143687 -3.183923
3.538154 0.085588
-3.360629 -3.728189
2.192680 1.737377
-4.683148 -0.210122
-2.320610 -2.044964
3.581743 1.992842
2.388905 -0.264817
-4.829330 4.601186
0.422677 -3.523559
-1.135015 -0.683425
-0.015943 3.988688
-2.322464 -2.742778
0.117542 -3.020051
0.505148 -1.493761
-1.825626 -1.507162
2.989004 -2.738820
2.993279 -1.140825
2.418584 4.393375
-0.116745 -3.707872
0.680834 -2.168933
4.358862 -0.824938
-1.421649 -3.070736
2.162008 -3.824412
3.241529 1.911406
-1.328218 -3.071700
-2.293378 2.811938
1.091694 2.831317
-1.413940 2.160693
-2.628296 0.988638
-1.454250 4.642714
3.338106 2.510933
-2.599947 -2.503101
4.025220 3.518752
-2.697044 1.065583
2.768730 2.826933
-4.941608 4.609402
1.147579 1.144562
2.468265 -1.180221
1.668131 -0.425772
0.112849 3.120512
-3.536554 -2.094923
-4.855844 2.268663
-3.389298 2.501558
0.558195 1.642136
3.598996 1.191469
-4.935601 4.621439
-3.921875 2.078360
3.077319 -1.666022
3.127908 1.415746
2.621780 2.137745
-3.794411 -2.383861
-3.551325 2.371955
-1.251989 2.980916
-3.147673 -2.494875
-2.434770 -3.575086
-0.142229 0.558948
0.984321 -4.579290
-2.014870 3.500080
-1.276009 0.652049
-3.086689 -1.197586
-1.378815 4.134521
0.671091 -1.213056
3.856060 -2.487952
0.097729 3.773979
0.287426 2.976572
4.447439 0.633896
-3.843745 2.768628
4.614354 -1.358722
-0.554230 -4.066040
-0.756002 -0.857063
-1.499970 -3.896069
2.042625 0.214276
-3.669585 -0.349315
4.024783 -3.485535
4.056324 1.184873
-3.501842 4.491728
-3.438013 -3.066084
2.639283 -3.509990
-3.699031 -2.590393
-2.085826 1.353372
-3.326728 -4.239054
-2.525119 2.691043
0.194390 -3.772876
2.705741 -4.044521
-4.296582 1.532914
-4.367917 2.371276
3.019366 1.762765
-0.681624 -0.033018
4.375053 3.860098
-2.819443 -4.378256
0.135482 0.965568
-2.826770 -4.103169
1.213416 2.167887
3.863864 2.664542
0.951417 3.457074
3.631557 0.547915
-0.426161 -3.640983
3.782092 4.297100
3.492388 -0.282647
1.041442 4.155003
-2.473250 -4.570432
3.395038 1.101272
3.432614 -1.186114
-3.841917 -0.003633
3.396796 0.673352
1.546320 1.789758
0.725535 2.370600
-0.435501 3.803164
2.367527 2.035048
0.149753 -2.160081
-0.988045 0.039027
-4.658388 -0.490085
-2.221349 4.340669
-2.252204 1.071110
1.164666 1.402224
4.649267 0.504482
-0.482425 -1.727124
-3.309195 -2.489736
4.885821 3.532723
1.807781 -1.369853
-4.420161 2.966571
1.577360 2.864388
-2.579903 1.636143
-0.503781 -0.266668
3.667051 0.514869
0.104802 -0.873609
1.529210 -2.822329
0.407356 0.892574
-4.925391 -2.063913
0.048293 1.414530
-1.558017 0.902030
1.973328 1.112975
0.859384 3.492008
-3.498482 -2.778520
-0.203087 4.685227
-4.648523 -2.489755
-3.835819 -3.455178
3.331575 2.178613
-4.917831 -2.186359
0.723901 -4.215899
-0.507125 4.799837
-2.214369 2.130186
2.612112 -1.167840
-1.782836 -3.914900
-4.755369 1.348547
3.648913 4.812845
0.712753 -1.604649
3.740040 0.647761
4.654298 -1.141773
-2.773144 -1.342863
-4.037136 1.433259
-4.917796 -0.717794
-2.656392 -0.664097
0.308263 3.081451
-4.188992 -3.654329
1.811918 3.072481
-3.190212 -1.990297
2.158755 -3.923691
2.437200 0.946713
-2.822623 -2.083810
3.837084 -2.626740
3.477463 -4.534382
3.462565 -1.217383
2.575135 4.979045
1.994409 3.259673
2.872592 -3.886434
4.656541 3.327619
4.164976 2.957288
1.226800 -2.991924
3.870900 0.646144
-1.775527 1.222802
3.390178 0.502191
-3.748322 2.186768
-0.740266 2.490614
4.082529 3.327654
-2.896644 -4.342595
0.598876 3.201134
4.317599 -1.323637
0.736289 1.661383
4.500421 0.710824
-0.237071 -0.361519
-0.638898 -3.590183
-2.146826 1.862115
4.964508 4.299879
3.540605 3.117231
1.995484 -0.299292
2.920016 2.181170
1.417798 -0.155813
1.099845 -2.395613
-4.085297 -4.302701
3.327518 -0.785135
2.590370 0.182598
-0.396341 -3.324541
-2.388586 -4.032171
-3.295732 -0.218613
-3.006037 -0.852418
2.984433 -3.015532
0.651226 1.815384
-3.458278 -0.084383
-2.026987 2.638993
2.730676 4.166961
0.834315 0.537162
2.735923 -1.391535
-2.450722 -0.891775
-3.022320 -0.854469
-2.821763 -4.540259
-0.712971 1.032934
-0.598834 -4.507762
0.107781 4.102687
3.089252 1.432344
-1.467070 2.402657
-1.880959 -1.715278
-1.902578 -3.923504
-4.524078 -4.798098
3.630859 4.627850
-3.529599 4.447305
1.830355 3.240908
1.423875 -0.826900
-3.667388 -2.475201
-0.218055 4.286949
1.110967 -4.891750
-4.583361 0.834977
-3.917675 3.424177
3.056129 3.954164
-1.310928 0.344910
2.034319 -0.864685
-3.996763 -3.483610
-0.073346 -2.100655
0.587222 2.489061
1.542665 4.173654
-1.353444 3.604098
-2.583422 -3.605153
0.723186 2.687146
-4.197445 -2.631968
0.218688 -0.187986
-2.776056 4.278951
-2.724754 -3.453873
-1.912671 -0.427013
2.797978 -2.067888
-1.267883 4.791324
4.869793 -1.901673
-3.474120 0.134583
3.777081 -2.806159
2.309438 1.278835
-0.319583 -1.148319
-0.691974 -4.405448
-2.744807 2.487999
4.275859 4.168968
-4.644645 3.768124
4.173665 -2.341044
4.138824 3.298641
-1.105518 -3.123559
1.952780 1.926463
2.100502 2.255803
2.606407 -0.359242
0.144365 -0.856493
2.740673 0.143650
2.030890 -2.843885
-4.130305 0.980877
-2.560276 -2.668494
-0.661089 0.420113
-0.254734 -0.477938
-4.793324 -0.388457
-4.862452 1.743706
0.772973 -2.728700
-0.099172 -1.862860
-4.830926 -0.689895
-4.038913 4.524559
-1.717019 -0.025118
0.873883 1.079165
2.994676 3.057589
-3.228179 -3.993168
-0.498383 -0.062661
-2.945634 -4.559921
3.749398 -3.256066
4.166596 -1.197812
-0.723209 -3.755455
-2.832681 -2.678549
-1.730820 4.426119
4.293450 0.413205
4.583137 4.827989
2.559172 -0.966255
-4.498360 0.111255
-4.042349 -1.454118
-2.142225 -4.582528
-3.512659 -2.306458
2.324741 4.166645
1.646143 0.992419
-0.260026 4.689125
4.512883 0.185497
1.723620 1.395563
-0.102536 -1.611558
-4.053901 0.065622
4.913243 -2.767895
0.197101 2.401415
-1.475213 3.375167
2.346435 -0.046496
-4.607481 -1.291116
-4.543039 1.953256
-1.134038 3.856850
-3.370940 -1.301971
1.254897 0.876202
-4.701870 4.929393
3.065974 3.902917
4.784895 4.260524
-3.889190 1.340468
0.790784 2.435509
-3.628940 2.248512
-3.848477 4.137888
-1.873849 3.875084
1.503101 1.613241
-3.442241 -0.611633
3.436153 -3.322373
-1.143373 -2.080802
0.499559 2.084716
0.284345 -2.023394
1.038522 -3.386463
2.366763 1.164214
-1.858489 4.656181
-1.074391 -0.385277
-3.893548 -1.533995
-3.778526 4.471517
-0.650602 -1.901099
1.040471 -3.667979
0.617476 1.872052
-4.899151 4.801919
3.750285 1.975707
-4.866571 -0.657887
0.604737 -2.231780
-0.886746 -2.338247
4.514411 -4.470603
1.616155 -0.618910
0.979081 3.266221
3.887074 4.955959
-4.288401 0.582097
2.033615 3.884001
4.474329 4.148179
-2.412416 -3.620274
4.707498 1.611220
-2.758722 2.315727
1.680543 -3.875622
0.363831 0.798753
-0.813668 -1.625089
-3.007338 3.068728
-2.413844 3.749585
-4.153758 0.800759
-0.575893 -3.850177
2.505291 -0.059745
1.803569 0.756931
-0.582172 4.548452
-4.692507 0.772679
3.449957 4.506767
2.208397 -1.570828
1.597085 1.031114
-0.072294 1.256152
-3.062978 -3.475457
2.253354 -4.373884
-1.433350 1.698479
-1.290882 4.579184
-0.622816 3.205211
-2.476888 2.737696
-0.201866 -1.301162
1.902037 3.282817
-3.182343 1.477341
4.073241 -0.151721
2.054655 -3.993939
1.575987 -0.922292
4.363586 3.965612
1.473522 4.039738
2.935923 -0.995805
3.300890 0.054667
1.048277 -3.588882
-2.486894 3.579269
1.762524 3.570482
-4.357261 2.378925
-3.555837 4.542664
-3.084291 2.429585
-3.606415 0.558705
0.845419 1.137892
-0.970026 -2.404726
0.512719 -3.415888
-1.003992 4.242917
-2.007256 -4.769531
-0.013489 3.481835
4.472925 3.438062
2.344476 -1.471707
4.698041 -0.479425
0.393580 -3.964162
-3.125192 -4.127834
-3.718442 -2.569770
4.774994 -4.566853
4.905336 4.010051
1.590216 -1.760803
0.670262 -2.723941
-2.161466 2.913024
-1.902197 -2.834073
-2.677269 0.011849
-2.971625 1.777658
3.352560 3.830774
2.289194 -2.940318
-3.532312 0.647756
0.370523 3.107204
2.203546 -3.798029
4.668569 -0.060293
0.688752 -0.510869
-1.907229 1.979297
-3.454442 -0.696421
1.886531 -4.468544
-0.842620 3.380107
-3.509243 0.748017
0.862645 3.645149
-4.009503 0.793966
4.467829 4.795943
-0.916206 -2.294644
0.352753 -1.206840
0.427247 -2.741554
1.807230 1.777274
-1.302320 -0.245050
-3.588096 -0.208985
1.180643 3.957149
4.499307 -1.196792
-0.533170 -3.843639
4.886308 -0.470500
4.208266 2.758416
-0.623451 3.429316
-4.658605 -4.157958
-1.567562 -1.637257
1.846874 4.206186
0.738620 2.369475
-0.249071 4.973594
-2.568116 0.209018
-4.911835 3.826554
4.431650 -2.223086
-3.468093 -3.049513
-1.756261 1.853274
-4.326092 2.671728
-2.441898 -3.427317
2.044213 1.302036
0.500928 -4.330942
4.667957 -0.390604
4.125396 1.414109
-1.815510 4.423134
-2.652458 4.671851
-0.438122 1.991328
-4.959119 -4.596350
-0.073858 1.398411
-1.020764 3.586516
-0.808279 -0.199145
1.867335 1.038650
-4.020014 0.929131
4.752650 -3.850619
0.840946 -1.779367
-2.328776 0.754444
-1.696668 -1.602693
1.841898 -3.735652
3.505886 3.134598
1.990555 2.610735
4.120088 -4.210405
2.923204 -1.632023
4.899119 -1.824211
3.046338 -1.720714
-0.454010 -1.626386
-0.604199 0.620080
-4.661127 -1.454926
-2.650418 -2.742403
1.384338 -4.502015
0.524947 4.814241
2.438376 -3.203164
-0.406603 -4.123170
-2.443869 1.897341
3.511283 3.918739
-4.113096 3.601899
